,CountyName,2017 % Change,2018 % Change,2019 % Change,2020 % Change,2021 % Change,2022 % Change,Total Change,2023-03-31,Score
0,Anderson,0.015320515332352978,0.02663481694928498,0.07233404254814403,0.1011932809649831,0.17589039133796777,0.11269962962444859,0.6218552962768005,175981.44198949204,3
1,Andrews,-0.0018023589136667985,0.05363011200001649,0.12324329062774246,0.061747457512526985,0.066291860730861,-0.0244408427629672,0.32105081774768696,198874.46706246943,1
2,Angelina,0.012615858578903722,0.021743031514616717,0.13528681768102938,0.08569820248391206,0.1582198084652889,0.0006452021311491954,0.5050889456469224,161055.55123288717,2
3,Aransas,0.03245895958894258,0.03449460360870409,0.06523785376036581,0.10967178179727027,0.17812376981980532,0.09145385115942006,0.6089196099407759,286760.47938561725,3
4,Archer,-0.0017257401056160273,0.09454875218357782,0.04847148220822744,0.11401121289193542,0.11266547374172499,0.08277844983386426,0.5696197883944023,144530.0510529762,3
5,Armstrong,0.015648919336034052,0.04507351271022462,0.06276683833470423,0.04024905313840991,0.2224126563986127,-0.01976735009871848,0.49731519572886995,159438.8270770352,2
6,Atascosa,0.06905737645094912,0.021305143221735184,0.08090811934159096,0.10120425704017652,0.15781192159808383,0.02666104594745428,0.5846673647486071,240943.00928011612,3
7,Austin,0.03023660940087106,0.05155721917583883,0.04009350228326671,0.0879918630821976,0.20564240950851762,0.05673574948896809,0.587917013635793,359672.8935819301,3
8,Bailey,0.0008150259974407432,0.03823958159605904,0.03933379541828265,0.10994296491377437,0.14201690842256537,0.0019567702138999143,0.4415664393465433,92408.11669229368,2
9,Bandera,0.022928122787341784,0.15573968491230558,0.019730124514718072,0.12539783272183935,0.21865872662887118,0.11439571789637137,0.8771632342962791,374074.6235741446,5
10,Bastrop,0.044024398812661056,0.07523142701985694,0.04145310124578395,0.13592981792823278,0.28809049243673795,0.1404670315390242,0.9278081698222141,410011.2340993892,5
11,Baylor,0.03181164805978965,0.08254763641072853,-0.01381273641323562,0.11317378203058778,0.19376025073786918,-0.0592736066640509,0.6976120590433621,65294.49016324143,4
12,Bee,0.05240158537275759,0.04518780555088511,0.10383859785658052,0.030657814883794696,0.09584362991036408,-0.02187029849283215,0.41012204790044116,132148.99954056766,2
13,Bell,0.04305668322787588,0.0885963740466071,0.06469585691678595,0.1243352337342324,0.21408668283949653,0.1279012768343134,0.8842368678616164,254551.5074921299,5
14,Bexar,0.04576138820248713,0.07006029103057343,0.044949440117265656,0.09735032732179054,0.12146736625367503,0.09721659495304204,0.6004410092559272,300331.3899586621,3
15,Blanco,0.06128243027827349,0.07540361211542547,0.07197016789216189,0.15089337331838984,0.33891898284132455,0.12865955851325017,1.1771201822525177,611071.863142877,5
16,Bosque,0.06250486779450773,0.09073854799933724,0.07345958032110732,0.13648756700126535,0.25804144127487927,0.10262842080354992,1.1130343390929678,191232.85306860792,5
17,Bowie,0.02827022009889982,0.03787698705321599,0.056275016498228386,0.0892400768626907,0.16461645159796542,0.0513638826851213,0.5479173950672288,149951.27536524707,3
18,Brazoria,0.03167121524598879,0.042285251642097975,0.04280314346643031,0.05420271869555071,0.13985948410025698,0.0567103018094523,0.4338440736491207,267369.010785898,2
19,Brazos,0.024544056055767427,0.03996906537286858,0.0030094927605087605,0.06323581633989155,0.1016365256346782,0.08757393554057226,0.3989898302407444,271750.1973750369,2
20,Brewster,0.03106486304477367,0.0447945763345532,0.04330614705345696,0.07800904587796337,0.15855942989877028,0.08785131820529339,0.5300371218032808,231669.2153465801,3
21,Brown,0.04454758801309998,0.0763464695441169,0.05525015060767143,0.11282832611086131,0.19176493900824326,0.01725866695739639,0.6180212575315596,194956.46407941,3
22,Burleson,0.09540171827319618,0.0826715830215769,0.05620195830710184,0.0825208773577699,0.23593259013418955,-0.08175059418063498,0.6729859318979303,194048.4904712371,4
23,Burnet,0.04163157243694797,0.06541256506643288,0.12643581819602412,0.14635150218350274,0.2951780345024588,0.11663157201611722,1.0793904068251934,422992.7604322484,5
24,Caldwell,0.06414363174496596,0.064011652856546,0.0637909743026452,0.11578720144976083,0.2423246802298706,0.1306978724606615,0.881618097280501,307001.9028490612,5
25,Calhoun,0.010789689738180846,0.06308838463997467,0.06838747270060118,0.07008914309561337,0.1353571803158089,0.07931560818293523,0.5190406438053706,224618.57530636698,2
26,Callahan,0.0290585691142788,0.10646998112913349,0.04796520326250795,0.07900360819981915,0.17682198974485755,-0.060309617181937315,0.5976638919290208,120192.18691593112,3
27,Cameron,0.008579996666330648,0.005028782729205035,0.006844443582324638,0.12927108204445079,0.18216999407592996,0.08967806449537485,0.5747564744935681,152879.46080105155,3
28,Camp,0.06904045776918832,0.1139059057268917,0.015069716037705173,0.08516943938412097,0.31846194057184485,0.02935326235030718,0.8560570069886873,201528.45264907507,5
29,Carson,0.019462303363487393,0.07741450245100825,0.0062008770551888895,0.06771162424063838,0.1713177127590413,0.05780651449311922,0.4890963213825769,166620.39830202272,2
30,Cass,0.040624760807223534,0.0046592967779622305,0.0747306859511928,0.09013336705362412,0.2982842135552062,-0.031195672033479237,0.5964478780309198,130284.78071586484,3
31,Castro,0.028925575002861786,0.029132231135571996,0.02929446695743774,-0.09605523262640091,0.19244624580725336,0.00470678450307505,0.2088710865624224,126212.947380007,1
32,Chambers,0.02732282388126538,0.03882591339832558,0.05536770755580459,0.07591604591017698,0.10350997925189863,0.03944912815475427,0.44150796345441945,262650.3176487782,2
33,Cherokee,-0.0015877385462877251,0.038007776018599414,0.10076665507393635,0.1487550259481815,0.18849033514385527,0.07339376804656828,0.6869046998717466,200092.95903299018,4
34,Childress,-0.03798120379645382,0.08951871884125619,0.0874455106656606,0.12226470316428,0.14021000438538656,0.03042084880345291,0.6498604842685779,74800.2522886833,4
35,Clay,0.0014829836225095775,0.132252584185902,0.05434395391630952,0.07570682758617,0.18045410322132638,0.07945244066738101,0.7437778709134549,134665.72197030068,4
36,Coleman,0.009757930847360848,0.07415293156184188,-0.008597941417724683,0.12879910426004101,0.14002874001250293,-0.03472421974032156,0.45539314448614826,62311.15461840528,2
37,Collin,0.028560669904718186,0.01988818357054775,0.004291700737595243,0.06852674843458399,0.1843491545598326,0.09311653598776765,0.4474852122804146,515859.2635220999,2
38,Collingsworth,0.004372551485812037,-0.013132110246406516,-0.027094819052884057,0.06310985514161128,0.07994844361111705,-0.01121318697422901,0.1658281495467843,62036.11240433482,1
39,Colorado,0.06937129380543057,0.03193445563707495,0.0838577240923453,0.11233567272137669,0.22210336018112073,-0.03769158678965758,0.7336907526222097,190528.65174504067,4
40,Comal,0.04041091933182918,0.03541665571871861,0.0611401217913335,0.10508865207188935,0.2249767447695057,0.11079184833288912,0.7102151722296511,478869.1032608035,4
41,Comanche,0.06732825869784528,0.02986554861482464,0.07716617800720862,0.11405366582878049,0.28026247350847716,0.06128520768202625,0.8811307077876424,158304.55979942993,5
42,Cooke,0.08660636473480728,0.06798032243400713,0.08191399158776656,0.10387142034120429,0.20320242903817842,0.08232392106064147,0.8462995901273264,289316.9326417648,5
43,Coryell,0.04662857115691956,0.08139365364346851,0.06794080184837113,0.14659000300673444,0.20744037303885696,0.13698419833535683,0.9414860025935438,218263.22318221827,5
44,Crane,0.10753836565923569,0.09990131062495895,0.08092095197068919,0.07204295052795241,0.17293689115350244,-0.001451949711191766,0.6890109953394927,142549.2969277528,4
45,Crosby,0.036050100588561104,0.11557717753153826,0.03610736761667519,0.051540315063223666,0.032747594053700986,-0.11626392747693279,0.2524030550228818,63657.57807115106,1
46,Dallas,0.05585551031235502,0.09360877774843882,0.045470262100049154,0.08190034971925235,0.13766976118225976,0.13077228967743817,0.6897057680482247,396624.21920519,4
47,Dawson,0.03951148737018217,0.003203308223427692,0.10258808505856806,0.17065829621945355,0.01936165695452822,-0.09918465345052468,0.3572664022445676,69586.47605543777,1
48,De Witt,0.004955201029670166,0.08809978066766232,0.09862726163531076,0.05130400162042864,0.17662972250128953,-0.0021694072759844466,0.5757883346862817,157294.68730117028,3
49,Deaf Smith,0.018998857278705598,0.13390158894814716,0.12687454373706172,0.13759468822784796,0.17248199885875595,0.009582642835245622,0.8064890044745723,133153.57189387342,4
50,Delta,0.06985377117176954,-0.0031772413968600283,0.10332625896269394,0.11615133188514946,0.3180875769188386,0.1356357951834947,1.0319833880452614,148742.29098302056,5
51,Denton,0.0410371909921931,0.04350674887076274,0.018585720198375098,0.07260428051229667,0.1595461027983346,0.10598105475318464,0.5085264539055534,443973.99304651463,2
52,Dimmit,-0.01389145459794912,0.029092858485092063,0.058563280554185894,0.0543613191929465,0.06496058566319309,-0.041308147639284934,0.2702191063328595,97583.15090934411,1
53,Eastland,0.017360800931824003,0.0888843304005467,0.0719926782358142,0.10194213090419374,0.2559568343048517,0.056042088214580746,0.8748233505394538,120350.19601826495,5
54,Ector,0.024405334216265596,0.11124809386971293,0.16420257629540097,0.042922179019979176,-0.00663401066719573,-0.020649980548013053,0.37407349299026865,218684.0950059486,1
55,El Paso,0.008752314625766455,0.03246340433283557,0.050726001654965575,0.09189332565483534,0.13280344337069963,0.11477383926171869,0.5607580810344072,194372.38938864466,3
56,Ellis,0.06416331933851369,0.08433823590522017,0.0631631443785085,0.09798419949389794,0.2047730458186379,0.06863500265219397,0.7760415336426553,311102.60347762104,4
57,Erath,0.03428731634726853,0.13001954163983998,0.07102965684855014,0.09279760164577097,0.24167579839034942,0.11691134866930511,0.9412430943140315,294124.63015674765,5
58,Falls,0.032340521762565015,0.15240541253178555,0.05689849291266207,0.18953961044920453,0.16639524430033495,-0.06143212822361591,0.9189454931130475,102006.97126146458,5
59,Fannin,0.07105389846911064,0.09675373003567174,0.09457606897910978,0.09774867472685657,0.236921093349061,0.10629605611391015,0.9618644335196833,252807.30322522804,5
60,Fayette,0.047748970082097476,0.07110385745861154,0.07317816640796909,0.16171369867140356,0.23688441268220403,0.09449501351457013,1.0149133205750447,496056.1922107698,5
61,Floyd,0.02287404986138655,0.013547768296437508,0.02168079432815922,0.1323514316124502,-0.12642526990098646,-0.044061283557565965,0.15013918159827855,51395.70585338524,1
62,Fort Bend,0.022862464596520846,0.04772724109085173,0.03301134431376654,0.05782719018452198,0.15621857471921405,0.10640682810841658,0.4957283457624311,350742.56275661447,2
63,Franklin,0.07911947681444771,0.04893176631217624,0.07055364401708135,0.12795069637128653,0.2754130134470232,0.07384131414814957,0.8593358136553184,372493.53025561984,5
64,Freestone,0.027567740778036635,0.03887964891736859,0.08051584979656701,0.13076539567540305,0.2450924039142649,0.06796837386629496,0.7608362345738651,208994.18935198575,4
65,Gaines,0.0094957474039002,0.10020912600190009,-0.011893188451625201,0.050432056234963635,0.08894945072099768,0.034875796661709146,0.30290044471418576,204940.4115677784,1
66,Galveston,0.057987566181432415,0.05018600388423766,0.04339531657021064,0.09804931942838467,0.18661824357649998,0.09886619662066151,0.660564780926269,309871.7077432287,4
67,Garza,0.08219269176641159,0.00982761240828564,0.034177231527455804,0.08917826133458887,0.07689034112293354,-0.1327942792651794,0.31101245595431093,61983.643163738736,1
68,Gillespie,0.08302289438956277,0.06483280677737982,0.00764378411940847,0.11902057801155759,0.30485746220819465,0.02763655351902807,0.7508299364327271,442702.1647726724,4
69,Goliad,-0.042309589908755225,0.14903423117462902,0.06803604609045491,0.0416684761202092,0.239485951990239,-0.1562965914836725,0.4605048033924028,188475.2916791757,2
70,Gonzales,0.017559162830688056,0.08867252841945295,0.09218547452511608,0.08819413081654076,0.18342912786141047,0.018437224477364456,0.763495585451956,151171.07857169965,4
71,Gray,-0.017004319024240436,0.002727528128595906,0.08361139167185574,0.023686538924901145,0.11004919552827044,-0.005774679185566055,0.25463688217087227,68418.60569254741,1
72,Grayson,0.09323259252064432,0.08368503216352914,0.050187490358632486,0.10574133957442326,0.2104370803615594,0.13111282163937124,0.9363273656513821,312239.95543962304,5
73,Gregg,0.0006264912418514881,0.11483014126494102,0.07848440213332104,0.010016246444335108,0.09387742950584826,0.09471301070744209,0.5003445659420691,199981.53190850947,2
74,Grimes,0.022420353249045285,0.05848665437681851,0.07192708599711586,0.11416178638603838,0.2122145338634801,0.10233836251100815,0.7232969750093114,338201.9749391788,4
75,Guadalupe,0.028872283581997886,0.035740325383458164,0.032764263398375106,0.0535484458247986,0.2441625503820965,0.060814374202472155,0.5336484327730838,351283.2082073613,3
76,Hale,0.029417806628661055,0.01931675420470257,0.07199752930681667,0.09206673601084574,0.08702983812357486,0.03602603940913229,0.3941247482664187,104942.22573015945,2
77,Hall,0.018437510006906254,0.05817624545486589,-0.06691084489582635,0.0339467016357806,0.0317915958693128,0.045104179189187195,0.23664550948332727,54003.33059764126,1
78,Hamilton,0.03896839274586783,0.035219155832724204,0.06925008161134662,0.10160336545466338,0.40339965661037736,0.0022223580594563364,0.8980481416634909,192112.66851610428,5
79,Hansford,0.04594938789537182,0.011226065680237462,-0.037819989345843415,0.05389334749390602,0.15133557472136633,-0.06394292920095113,0.22034467759062545,103453.67243690132,1
80,Hardin,0.03238324326583022,0.02711085120533966,0.13229541689569865,0.029555765067085533,0.10777150936275288,0.0048336014550670915,0.39401152496718866,206479.66710232745,2
81,Harris,0.0312917031412797,0.06439914531560892,0.0535250911830261,0.07066644901956878,0.11033415993707536,0.12161493465888801,0.543395279541361,307342.3694948698,3
82,Harrison,-0.007761310116471157,0.05366537306015731,0.03702577940872851,0.0031364920384835526,0.1213006635838995,0.04470314573025763,0.33898564408148923,213741.7968141382,1
83,Hartley,0.07114020749333336,0.039219847733346545,0.058961425578513256,0.09269612194493988,0.15002135819037724,-0.0031376972583286858,0.493913690257283,158545.60353960653,2
84,Haskell,-0.012569299037668864,0.027264316367309166,0.046886359928976246,0.010150437783472074,0.21512366007960773,0.013465366117449888,0.36770971429278804,77840.09885290053,1
85,Hays,0.035923710960388426,0.03227995177795843,0.048110786084334334,0.11981191488365191,0.28881814010039797,0.07450191512423696,0.7017151731108989,598365.8287493925,4
86,Hemphill,0.0006358945592863022,0.03131482783940815,0.022203740461348282,0.040880745700988284,0.07048520612147371,-0.07596946660981793,0.11515560779516933,135213.85758000848,1
87,Henderson,0.04818523384643214,0.08850717688180253,0.025143502335005195,0.13419997462954014,0.24263936791175356,0.0839696849594845,0.8318963089380134,257392.71734790114,5
88,Hidalgo,0.0031288893728398538,0.08204868933811388,0.06577242860511376,0.1624621857547031,0.10946375516231978,0.1922803241853412,0.7918051959035821,152412.79428069768,4
89,Hill,0.09114372223735925,0.09973584062473743,0.08155039928681386,0.1495748127470126,0.24842983208329214,0.0339574919595897,1.0079863343206121,187208.91047777902,5
90,Hockley,0.015484138511696385,0.034129039066350945,0.08311654485127488,0.07853521286766083,0.11869770981298411,0.011111124589439919,0.4137693088854383,177034.3505178326,2
91,Hood,0.0456632483953072,0.07446407539867966,0.05533889121900446,0.11178029403450902,0.2484074448105289,0.07096163161851403,0.7952931682518882,385097.97731983056,4
92,Hopkins,0.025078801440223505,0.09373640542792745,0.10028888773304073,0.15070906339518184,0.18105044675880974,0.033277019276619184,0.7916284192384042,209064.6199965058,4
93,Houston,0.01878765131143164,0.07826759071115821,0.04914297637092172,0.0981929006024405,0.3042835707994099,0.021314072132073526,0.7539822521546747,192704.0971284282,4
94,Howard,0.02264488673923114,0.13698967077718455,0.011701539799600062,0.0817133317102467,0.006864384059941581,-0.05253474218048414,0.2631910110718101,136647.18275254176,1
95,Hunt,0.08970157044722524,0.11368357547055206,0.11674165493865116,0.11327356891376451,0.2501144637935121,0.09395308150686801,1.083037740454218,249627.58006262514,5
96,Hutchinson,-0.014559680367070359,0.04167365669785251,0.027513674599568983,0.05933833991352341,0.10889604148661326,0.00956711857919492,0.29876491508882874,91757.63508144749,1
97,Irion,0.004259987154954029,0.033680863152610624,0.05942799749732549,0.07811043817556282,0.1515266050646405,-0.016018641829144017,0.4145134662669633,199877.45780393577,2
98,Jack,0.07333931501099537,0.031856728129054955,0.05146391000192932,0.10336059754223391,0.15830358520271054,0.038817691678636725,0.7365809338217091,121353.34686924468,4
99,Jackson,0.014163207168338847,0.05521933065704593,0.10604897627503318,0.11934203673630456,0.19277276857772974,-0.06070869349617608,0.5135171608230332,169395.89804826284,2
100,Jasper,0.01748568134780907,0.05971658034308203,0.07351791121874217,0.04229445307799362,0.21398120961083014,0.021029880926566893,0.4943851237612131,170092.6319382926,2
101,Jefferson,0.05127535808963551,0.07643418447520492,0.08653761769685145,0.06200873981782919,0.06332322289228035,0.020995859092877243,0.48177680504124165,144879.31281486756,2
102,Jim Hogg,0.1369449638197768,0.044213778267220144,0.031123865634835136,0.12352013408351849,-0.11595204083753947,-0.10467486773017762,0.17568685643537682,57716.85340864144,1
103,Jim Wells,-0.0115369922575082,0.059847010880503614,0.020536570095675725,0.04733272654270848,0.048255750199979484,-0.011978954960720664,0.21690946117051094,151250.7363762017,1
104,Johnson,0.061297101238268085,0.08021083928716967,0.07200843609830351,0.11679749986433041,0.19295759481621488,0.1242846494009506,0.8420523437378071,306422.4151609319,5
