COUNTY,AVG_COVID_COUNT,AVG_COVID_PERCENT,COVID_SPREAD_PCT,COVID_AVG_PCT_RANK,COVID_SPREAD_RANK,COVID_LIV_SCORE
Anderson,202.91666666666666,25.722118031288332,-47.622027534418024,0.6968503937007874,0.027559055118110236,3.5
Andrews,74.5,9.443767359331321,93.11475409836065,0.46062992125984253,0.984251968503937,2.0
Angelina,267.0,33.84544812001964,-37.854251012145745,0.7440944881889764,0.09448818897637795,3.0
Aransas,147.75,18.729082246190643,21.76360225140712,0.6062992125984252,0.7834645669291339,1.5
Archer,70.08333333333333,8.883901956596914,48.4490398818316,0.4448818897637795,0.8976377952755905,2.0
Armstrong,10.875,1.3785365105064178,61.00000000000001,0.12598425196850394,0.9291338582677166,2.5
Atascosa,400.875,50.81570792177106,18.758526603001368,0.8031496062992126,0.7440944881889764,1.0
Austin,182.95833333333334,23.1921602208187,4.613233923578752,0.6653543307086615,0.6220472440944882,2.0
Bailey,18.041666666666668,2.2869973526792298,0.4629629629629539,0.19291338582677164,0.5275590551181102,3.0
Bandera,99.54166666666667,12.618098557853763,-12.627450980392151,0.5354330708661418,0.36220472440944884,2.5
Bastrop,611.4583333333334,77.50966778422101,13.42350203606748,0.8582677165354331,0.6968503937007874,1.5
Baylor,11.291666666666666,1.4313540013304185,46.36363636363636,0.13385826771653545,0.8858267716535433,2.5
Bee,187.16666666666666,23.725616878141103,-25.62111801242236,0.6732283464566929,0.1889763779527559,3.0
Bell,2220.9166666666665,281.52778959008845,0.6248118036735972,0.9291338582677166,0.5393700787401575,1.5
Bexar,18860.958333333332,2390.852384886462,47.687080041147766,0.9960629921259843,0.8937007874015748,1.0
Blanco,64.29166666666667,8.149738834143305,20.114122681883018,0.4251968503937008,0.7559055118110236,2.0
Borden,2.4166666666666665,0.30634144677920394,141.17647058823528,0.025590551181102362,0.9881889763779528,3.0
Bosque,87.04166666666667,11.033573833133744,14.036885245901631,0.5039370078740157,0.7047244094488189,1.5
Bowie,375.0,47.53574174160061,5.011389521640086,0.7952755905511811,0.6338582677165354,1.5
Brazoria,3176.5,402.65942304585155,9.600791817881893,0.9488188976377953,0.6732283464566929,1.5
Brazos,2253.9583333333335,285.7162166124317,4.610787502836833,0.9330708661417323,0.6181102362204725,1.5
Brewster,21.416666666666668,2.714819028353635,51.96078431372548,0.22440944881889763,0.905511811023622,2.5
Briscoe,13.958333333333334,1.769385942604023,72.35772357723577,0.16141732283464566,0.9606299212598425,2.5
Brooks,33.166666666666664,4.204272269590454,20.49861495844876,0.30708661417322836,0.7677165354330708,2.0
Brown,216.58333333333334,27.45453173031556,9.259259259259256,0.7165354330708661,0.6653543307086615,1.5
Burleson,127.83333333333333,16.204406184803407,4.6697798532354895,0.5748031496062992,0.6259842519685039,2.0
Burnet,334.9583333333333,42.459980873414146,-9.185853311179681,0.7795275590551181,0.4015748031496063,2.0
Caldwell,477.0833333333333,60.47602699348078,45.81365392872478,0.8188976377952756,0.8740157480314961,1.0
Calhoun,133.70833333333334,16.949132805421822,-1.1771995043370453,0.594488188976378,0.4921259842519685,2.5
Callahan,51.0,6.464860876857684,15.492957746478876,0.37401574803149606,0.7204724409448819,2.0
Cameron,2512.0416666666665,318.43137042881773,52.39251475698079,0.9409448818897638,0.9094488188976378,1.0
Camp,56.75,7.193742250228893,-18.641810918774972,0.4015748031496063,0.2637795275590551,3.5
Carson,24.25,3.0739779659568396,18.796992481203013,0.25196850393700787,0.7480314960629921,2.5
Cass,181.41666666666666,22.996735504769894,14.906219151036515,0.6614173228346457,0.7086614173228346,1.5
Castro,56.666666666666664,7.183178752064093,75.30364372469636,0.39763779527559057,0.9645669291338582,2.0
Chambers,349.0833333333333,44.25049381234777,-18.027801911381403,0.7874015748031497,0.2795275590551181,2.5
Cherokee,135.04166666666666,17.11814877605862,0.18529956763433386,0.5984251968503937,0.5196850393700787,2.0
Childress,65.75,8.334600052027309,7.086614173228356,0.42913385826771655,0.6614173228346457,2.5
Clay,55.541666666666664,7.04057152683929,-17.397260273972602,0.38976377952755903,0.30708661417322836,3.0
Cochran,18.666666666666668,2.3662235889152305,10.328638497652577,0.20078740157480315,0.6771653543307087,3.0
Coke,11.083333333333334,1.4049452559184181,11.111111111111116,0.12992125984251968,0.6850393700787402,3.0
Coleman,36.375,4.61096694893526,2.5522041763341052,0.31496062992125984,0.5748031496062992,2.5
Collin,6391.541666666667,810.2044639929233,22.92835343700044,0.9724409448818898,0.7952755905511811,1.0
Collingsworth,14.291666666666666,1.8116399352632233,-7.303370786516849,0.16535433070866143,0.4251968503937008,3.5
Colorado,101.58333333333333,12.876904262891365,-7.272727272727275,0.547244094488189,0.42913385826771655,2.5
Comal,1005.875,127.50670459822004,-0.02485089463221124,0.8976377952755905,0.5078740157480315,1.5
Comanche,74.79166666666667,9.480739602908123,-20.858283433133728,0.4645669291338583,0.24015748031496062,3.5
Concho,17.166666666666668,2.1760806219488282,-50.18181818181818,0.18503937007874016,0.023622047244094488,4.5
Cooke,180.375,22.864691777709893,-5.087798289058987,0.655511811023622,0.4566929133858268,2.5
Coryell,493.1666666666667,62.514782139287206,-17.43020206694431,0.8346456692913385,0.3031496062992126,2.0
Cottle,7.625,0.9665600820792125,3.3333333333333437,0.0984251968503937,0.5984251968503937,3.5
Crane,14.833333333333334,1.8803026733344244,-12.631578947368416,0.16929133858267717,0.35826771653543305,3.5
Crockett,4.666666666666667,0.5915558972288076,0.0,0.05708661417322835,0.5118110236220472,3.5
Crosby,27.75,3.5176448888784453,1.8181818181818077,0.2755905511811024,0.5590551181102362,3.0
Culberson,10.75,1.3626912632592176,1.5625,0.12007874015748031,0.5551181102362205,3.0
Dallam,32.333333333333336,4.098637287942453,-23.636363636363633,0.29133858267716534,0.21653543307086615,4.0
Dallas,16760.833333333332,2124.6363858862514,3.958910082849121,0.9921259842519685,0.6023622047244095,1.5
Dawson,26.958333333333332,3.4172916563128437,-17.231638418079097,0.27165354330708663,0.3110236220472441,3.5
DeWitt,133.41666666666666,16.912160561845017,21.898821898821907,0.5905511811023622,0.7874015748031497,1.5
Deaf Smith,93.91666666666667,11.905062431729755,58.19014891179839,0.5137795275590551,0.9212598425196851,1.5
Delta,26.291666666666668,3.3327836709944427,-1.5723270440251569,0.2677165354330709,0.48031496062992124,3.5
Denton,7278.375,922.6212114627263,-38.238862085251,0.9763779527559056,0.08661417322834646,3.0
Dickens,5.541666666666667,0.7024726279592091,-1.4925373134328401,0.07086614173228346,0.484251968503937,4.0
Dimmit,187.375,23.752025623553106,-32.638630442873094,0.6771653543307087,0.14960629921259844,3.0
Donley,12.833333333333334,1.6267787173792212,-17.751479289940832,0.14566929133858267,0.29133858267716534,4.0
Duval,94.79166666666667,12.015979162460155,63.92111368909512,0.5236220472440944,0.9330708661417323,1.5
Eastland,68.58333333333333,8.693758989630512,-37.51233958538993,0.43700787401574803,0.0984251968503937,4.0
Ector,686.9583333333334,87.08019712152992,-13.64304283938058,0.8700787401574803,0.33858267716535434,2.0
Edwards,7.5,0.9507148348320122,64.70588235294117,0.09448818897637795,0.937007874015748,3.0
El Paso,5689.916666666667,721.2650911943886,72.08750921516666,0.968503937007874,0.9566929133858267,1.0
Ellis,1313.0416666666667,166.44375883367334,-10.539289364516325,0.9094488188976378,0.38188976377952755,2.0
Erath,184.625,23.4034301841147,-12.64270613107823,0.6692913385826772,0.3543307086614173,2.5
Falls,89.25,11.313506534500945,-0.5586592178770999,0.5078740157480315,0.5,2.0
Fannin,130.79166666666666,16.579410369653814,-35.13655462184874,0.5826771653543307,0.1220472440944882,3.0
Fayette,101.125,12.818805022984966,-18.609865470852014,0.5413385826771654,0.2677165354330709,3.0
Fisher,12.125,1.5369889829784198,34.677419354838705,0.1377952755905512,0.8385826771653543,2.5
Floyd,38.416666666666664,4.869772653972863,27.654320987654323,0.328740157480315,0.8110236220472441,2.0
Foard,5.833333333333333,0.7394448715360095,-54.16666666666667,0.07480314960629922,0.015748031496062992,5.0
Fort Bend,7331.625,929.3712867900335,43.869277784707506,0.9803149606299213,0.8700787401574803,1.0
Franklin,47.875,6.068729695677678,-11.947626841243864,0.36220472440944884,0.3661417322834646,3.0
Freestone,63.125,8.001849859836103,-35.32608695652174,0.421259842519685,0.11811023622047244,3.5
Frio,205.25,26.017895979902733,-39.22976501305483,0.7007874015748031,0.08267716535433071,3.0
Gaines,23.166666666666668,2.936652489814438,27.868852459016402,0.23622047244094488,0.8149606299212598,2.5
Galveston,3504.875,444.2848875642465,7.026654524870168,0.952755905511811,0.65748031496063,1.5
Garza,16.083333333333332,2.038755145806426,36.80981595092025,0.17716535433070865,0.8582677165354331,2.5
Gillespie,96.70833333333333,12.258939620250557,-4.793944491169045,0.5275590551181102,0.46062992125984253,2.5
Glasscock,2.125,0.2693692032024035,83.33333333333333,0.01968503937007874,0.9724409448818898,3.0
Goliad,42.083333333333336,5.334566573224069,17.67241379310345,0.35039370078740156,0.7401574803149606,2.0
Gonzales,84.04166666666667,10.653287899200938,-40.55335968379447,0.4921259842519685,0.06299212598425197,4.0
Gray,81.54166666666667,10.336382954256933,-29.232111692844676,0.4881889763779528,0.16929133858267717,3.5
Grayson,728.625,92.36194620392999,5.947473795783775,0.8740157480314961,0.6496062992125984,1.5
Gregg,363.7916666666667,46.114951238435,0.8973768982972752,0.7913385826771654,0.5433070866141733,1.5
Grimes,232.875,29.51969562153398,15.625,0.7244094488188977,0.7283464566929134,1.0
Guadalupe,973.0416666666666,123.34468632128879,-8.58196721311475,0.8858267716535433,0.40551181102362205,2.0
Hale,169.5,21.48615526720348,28.925154755205405,0.6338582677165354,0.8188976377952756,1.5
Hall,25.0,3.169049449440041,26.415094339622634,0.25984251968503935,0.8031496062992126,2.5
Hamilton,49.791666666666664,6.311690153468081,-40.87882822902797,0.3700787401574803,0.05905511811023622,4.0
Hansford,15.208333333333334,1.927838415076025,13.450292397660824,0.1732283464566929,0.7007874015748031,2.5
Hardeman,13.625,1.7271319499448223,-28.79581151832461,0.15748031496062992,0.17716535433070865,4.0
Hardin,248.45833333333334,31.49506977835161,-25.541252194265653,0.7322834645669292,0.19291338582677164,2.5
Harris,35288.0,4473.176678873607,12.402910247310839,1.0,0.6929133858267716,1.5
Harrison,209.08333333333334,26.503816895483546,-35.09694380545514,0.7047244094488189,0.12598425196850394,2.5
Hartley,19.916666666666668,2.524676061387233,-46.794871794871796,0.21653543307086615,0.031496062992125984,4.5
Haskell,12.583333333333334,1.5950882228848207,6.849315068493156,0.14173228346456693,0.6535433070866141,3.0
Hays,2319.7083333333335,294.050816664459,27.060646845303648,0.937007874015748,0.8070866141732284,1.0
Hemphill,30.083333333333332,3.813422837492849,0.5555555555555536,0.2854330708661417,0.531496062992126,3.0
Henderson,478.125,60.60807072054079,66.42674715579288,0.8228346456692913,0.9448818897637795,1.0
Hidalgo,5187.75,657.6094512533028,88.76313287102535,0.9645669291338582,0.9763779527559056,1.0
Hill,159.29166666666666,20.19212674201546,-2.122153209109734,0.6181102362204725,0.47244094488188976,2.5
Hockley,198.04166666666666,25.10415338864752,70.05681818181819,0.6889763779527559,0.952755905511811,1.5
Hood,283.1666666666667,35.894766763990866,-12.988442487616947,0.7519685039370079,0.35039370078740156,2.0
Hopkins,164.91666666666666,20.905162868139467,-19.351894112277503,0.6259842519685039,0.25196850393700787,3.0
Houston,60.458333333333336,7.663817918562499,-9.580052493438318,0.4094488188976378,0.39763779527559057,3.0
Howard,74.91666666666667,9.496584850155324,-19.477911646586342,0.468503937007874,0.24803149606299213,3.5
Hudspeth,23.791666666666668,3.015878726050439,-18.73015873015873,0.2440944881889764,0.25984251968503935,4.0
Hunt,444.4583333333333,56.34041746196152,-17.93821471240826,0.8149606299212598,0.2874015748031496,2.5
Hutchinson,141.16666666666666,17.89456589117143,-7.171314741035861,0.6023622047244095,0.4330708661417323,2.5
Irion,10.75,1.3626912632592176,337.5,0.12007874015748031,0.9960629921259843,2.5
Jack,45.75,5.799360492475275,-11.015490533562822,0.35826771653543305,0.3779527559055118,3.0
Jackson,78.70833333333333,9.977224016653729,-53.67931835786213,0.48031496062992124,0.01968503937007874,4.0
Jasper,176.66666666666666,22.394616109376287,4.929917834702757,0.6496062992125984,0.6299212598425197,2.0
Jeff Davis,5.041666666666667,0.6390916389704083,-27.142857142857146,0.06692913385826772,0.18110236220472442,4.5
Jefferson,1785.5,226.33351167900773,33.17009467841985,0.9173228346456693,0.8346456692913385,1.0
Jim Hogg,18.125,2.2975608508440293,-32.04633204633205,0.1968503937007874,0.15354330708661418,4.0
Jim Wells,300.4583333333333,38.086692633186885,2.898142937535164,0.7677165354330708,0.5787401574803149,1.5
Johnson,1196.4583333333333,151.66542490111794,-6.983934933118241,0.9015748031496063,0.4409448818897638,2.0
Jones,72.95833333333333,9.248342643282518,-36.04868913857678,0.452755905511811,0.1141732283464567,3.5
Karnes,175.875,22.294262876810688,-37.27833461835004,0.6456692913385826,0.10236220472440945,3.0
Kaufman,983.25,124.63871484647682,3.115854708211385,0.8937007874015748,0.5905511811023622,1.5
Kendall,195.125,24.734430952879517,5.66534914361001,0.6850393700787402,0.6456692913385826,2.0
Kenedy,1.6666666666666667,0.21126996329600273,10.526315789473696,0.011811023622047244,0.6811023622047244,3.5
Kent,1.8333333333333333,0.23239695962560297,-37.03703703703704,0.015748031496062992,0.1062992125984252,4.5
Kerr,132.75,16.827652576526617,-33.716075156576196,0.5866141732283464,0.13385826771653545,3.0
Kimble,13.416666666666666,1.7007232045328218,25.174825174825166,0.15354330708661418,0.7992125984251969,2.5
King,1.1666666666666667,0.1478889743072019,-44.44444444444444,0.003937007874015748,0.047244094488188976,5.0
Kinney,18.708333333333332,2.3715053379976303,-29.92424242424242,0.2047244094488189,0.16535433070866143,4.0
Kleberg,180.375,22.864691777709893,41.035634743875285,0.655511811023622,0.8661417322834646,1.5
Knox,8.125,1.0299410710680132,3.125,0.10236220472440945,0.594488188976378,3.0
La Salle,44.208333333333336,5.603935776426472,2.4809160305343525,0.3543307086614173,0.5708661417322834,2.5
Lamar,123.20833333333333,15.618132036657,35.61752988047808,0.5708661417322834,0.8503937007874016,1.5
Lamb,66.16666666666667,8.387417542851308,15.468113975576658,0.4330708661417323,0.7165354330708661,2.0
Lampasas,164.25,20.820654882821067,-11.657907310081228,0.6220472440944882,0.3700787401574803,2.5
Lavaca,59.75,7.574028184161698,-36.3013698630137,0.40551181102362205,0.11023622047244094,3.5
Lee,71.45833333333333,9.058199676316116,-17.553191489361698,0.44881889763779526,0.2952755905511811,3.5
Leon,73.66666666666667,9.338132377683321,-14.480587618048268,0.4566929133858268,0.33070866141732286,3.0
Liberty,539.9583333333334,68.44618635882249,-21.99175824175824,0.84251968503937,0.23622047244094488,2.5
Limestone,106.41666666666667,13.489587156449776,0.31372549019608176,0.5551181102362205,0.5236220472440944,2.0
Lipscomb,13.333333333333334,1.6901597063680218,-28.877005347593588,0.14960629921259844,0.1732283464566929,4.0
Live Oak,38.416666666666664,4.869772653972863,-22.69230769230769,0.328740157480315,0.22440944881889763,3.5
Llano,102.0,12.929721753715368,-11.402157164869031,0.5511811023622047,0.37401574803149606,2.5
Loving,4.458333333333333,0.5651471518168073,309.5238095238095,0.051181102362204724,0.9921259842519685,3.0
Lubbock,1855.6666666666667,235.22797713376943,58.17971014492753,0.9212598425196851,0.9173228346456693,1.0
Lynn,35.083333333333336,4.447232727380858,92.36111111111111,0.3110236220472441,0.9803149606299213,2.0
Madison,62.791666666666664,7.959595867176902,-9.962168978562424,0.41732283464566927,0.38976377952755903,3.0
Marion,33.083333333333336,4.193708771425654,-44.921875,0.3031496062992126,0.04330708661417323,4.0
Martin,23.833333333333332,3.021160475132839,64.81481481481481,0.24803149606299213,0.9409448818897638,2.5
Mason,9.333333333333334,1.1831117944576153,-45.51724137931035,0.1141732283464567,0.03937007874015748,4.5
Matagorda,267.5833333333333,33.91939260717323,-24.34354485776805,0.7480314960629921,0.2125984251968504,2.5
Maverick,733.5416666666666,92.9851925956532,32.71645736946465,0.8779527559055118,0.8307086614173228,1.0
McCulloch,20.208333333333332,2.561648304964033,16.51785714285714,0.2204724409448819,0.7322834645669292,2.5
McLennan,1561.7916666666667,197.97580085560176,30.593663488157485,0.9133858267716536,0.8267716535433071,1.0
McMullen,4.0,0.5070479119104065,-7.9999999999999964,0.04330708661417323,0.41338582677165353,4.0
Medina,252.875,32.054935181086016,5.1724137931034475,0.7362204724409449,0.6377952755905512,1.5
Menard,6.291666666666667,0.7975441114424103,55.93220338983051,0.08267716535433071,0.9133858267716536,3.0
Midland,653.625,82.85479785560986,35.43448896893291,0.8622047244094488,0.8464566929133859,1.0
Milam,117.20833333333333,14.857560168791393,-18.281653746770022,0.5669291338582677,0.2755905511811024,3.0
Mills,32.541666666666664,4.125046033354453,-33.119658119658126,0.2952755905511811,0.14173228346456693,4.0
Mitchell,38.75,4.9120266466320635,-16.205533596837938,0.33858267716535434,0.3188976377952756,3.0
Montague,129.875,16.463211889841013,1.4867485455720697,0.5787401574803149,0.5511811023622047,2.0
Montgomery,4276.0,542.0342178322246,2.314440611138502,0.9566929133858267,0.5669291338582677,1.5
Moore,62.208333333333336,7.885651380023302,60.10452961672475,0.41338582677165353,0.9251968503937008,2.0
Morris,52.583333333333336,6.6655673419888855,-18.417266187050362,0.38188976377952755,0.27165354330708663,3.5
Motley,3.4166666666666665,0.4331034247568056,21.62162162162162,0.03937007874015748,0.7795275590551181,3.0
Nacogdoches,292.4583333333333,37.072596809366075,0.6001714775650147,0.7637795275590551,0.5354330708661418,1.5
Navarro,170.45833333333334,21.60763549609868,-33.0204081632653,0.6417322834645669,0.14566929133858267,3.0
Newton,41.5,5.260622086070468,21.333333333333336,0.3464566929133858,0.7716535433070866,2.0
Nolan,55.416666666666664,7.02472627959209,30.50259965337956,0.3858267716535433,0.8228346456692913,2.0
Nueces,2190.2083333333335,277.6351405163596,45.96415703523466,0.9251968503937008,0.8818897637795275,1.0
Ochiltree,52.5,6.655003843824085,-2.197802197802201,0.3779527559055118,0.468503937007874,3.0
Oldham,7.125,0.9031790930904118,-19.999999999999996,0.09055118110236221,0.2440944881889764,4.5
Orange,284.6666666666667,36.084909730957264,-31.972454500737825,0.7598425196850394,0.15748031496062992,2.5
Palo Pinto,212.5,26.936920320240347,-6.671721000758146,0.7086614173228346,0.4448818897637795,2.0
Panola,84.95833333333333,10.769486379013738,4.308617234468937,0.5,0.6141732283464567,2.0
Parker,976.2916666666666,123.756662749716,-14.275523145212432,0.889763779527559,0.3346456692913386,2.0
Parmer,24.583333333333332,3.11623195861604,20.149253731343286,0.2559055118110236,0.7598425196850394,2.5
Pecos,75.29166666666667,9.544120591896924,46.85792349726776,0.47244094488188976,0.889763779527559,2.0
Polk,199.91666666666666,25.341832097355528,0.9212730318257867,0.6929133858267716,0.547244094488189,2.0
Potter,546.5,69.27542096475929,-13.34851287889569,0.8464566929133859,0.3425196850393701,2.0
Presidio,16.791666666666668,2.1285448802072273,15.508021390374328,0.18110236220472442,0.7244094488188977,2.5
Rains,40.583333333333336,5.144423606257666,-15.87901701323251,0.3425196850393701,0.3228346456692913,3.0
Randall,481.0,60.972511407226385,-39.510635339913804,0.8267716535433071,0.07874015748031496,3.0
Reagan,6.041666666666667,0.7658536169480099,4.225352112676051,0.07874015748031496,0.6062992125984252,3.5
Real,17.25,2.186644120113628,12.307692307692308,0.1889763779527559,0.6889763779527559,3.0
Red River,32.916666666666664,4.172581775096053,-23.266219239373598,0.2992125984251969,0.2204724409448819,4.0
Reeves,94.20833333333333,11.942034675306553,15.128449096098961,0.5196850393700787,0.7125984251968503,1.5
Refugio,38.708333333333336,4.906744897549664,-22.030651340996165,0.3346456692913386,0.23228346456692914,3.5
Roberts,4.333333333333333,0.549301904569607,-17.543859649122805,0.047244094488188976,0.2992125984251969,4.5
Robertson,109.75,13.912127083041778,-10.093727469358328,0.562992125984252,0.3858267716535433,2.5
Rockwall,659.8333333333334,83.64177846888748,-24.977895667550843,0.8661417322834646,0.1968503937007874,2.5
Runnels,25.958333333333332,3.2905296783352425,-44.25,0.2637795275590551,0.051181102362204724,4.5
Rusk,194.20833333333334,24.61823247306672,-39.8832016489179,0.6811023622047244,0.07480314960629922,3.5
Sabine,30.083333333333332,3.813422837492849,-24.75728155339806,0.2854330708661417,0.2047244094488189,4.0
San Augustine,22.125,2.804608762754436,-34.06249999999999,0.2283464566929134,0.12992125984251968,4.0
San Jacinto,169.70833333333334,21.512564012615478,21.599564744287257,0.6377952755905512,0.7755905511811023,1.5
San Patricio,390.375,49.484707153006234,19.568783688774303,0.7992125984251969,0.7519685039370079,1.0
San Saba,23.375,2.963061235226438,-40.17094017094017,0.24015748031496062,0.06692913385826772,4.5
Schleicher,8.875,1.1250125545512146,17.34693877551021,0.11023622047244094,0.7362204724409449,2.5
Scurry,150.875,19.125213427370646,51.80806675938805,0.6141732283464567,0.9015748031496063,1.5
Shackelford,6.791666666666667,0.8609251004312112,-61.86440677966102,0.08661417322834646,0.007874015748031496,5.0
Shelby,93.91666666666667,11.905062431729755,3.063063063063054,0.5137795275590551,0.5866141732283464,2.0
Sherman,4.666666666666667,0.5915558972288076,-16.393442622950815,0.05708661417322835,0.31496062992125984,4.0
Smith,972.4583333333334,123.2707418341352,2.9478260869565176,0.8818897637795275,0.5826771653543307,1.5
Somervell,38.25,4.848645657643263,-7.547169811320753,0.3228346456692913,0.41732283464566927,3.0
Starr,487.75,61.828154758575195,34.683239775461104,0.8307086614173228,0.84251968503937,1.0
Stephens,29.5,3.7394783503392484,-44.052863436123346,0.2795275590551181,0.05511811023622047,4.5
Sterling,2.9166666666666665,0.36972243576800473,-33.333333333333336,0.03543307086614173,0.1377952755905512,4.5
Stonewall,1.2916666666666667,0.16373422155440212,-59.09090909090908,0.007874015748031496,0.011811023622047244,5.0
Sutton,8.541666666666666,1.082758561892014,20.430107526881724,0.1062992125984252,0.7637795275590551,2.5
Swisher,38.125,4.832800410396063,-62.19879518072289,0.3188976377952756,0.003937007874015748,4.0
Tarrant,15855.041666666666,2009.8164425839564,5.381729861017415,0.9881889763779528,0.6417322834645669,1.5
Taylor,420.1666666666667,53.261157746922294,-5.290596640278045,0.8070866141732284,0.452755905511811,2.0
Terrell,2.4166666666666665,0.30634144677920394,-18.75,0.025590551181102362,0.2559055118110236,4.5
Terry,18.75,2.3767870870800305,9.302325581395344,0.20866141732283464,0.6692913385826772,3.0
Throckmorton,2.4583333333333335,0.31162319586160403,45.83333333333333,0.031496062992125984,0.8779527559055118,3.0
Titus,150.375,19.061832438381845,-7.520000000000005,0.610236220472441,0.421259842519685,2.5
Tom Green,302.8333333333333,38.38775233088369,37.438745508003926,0.7716535433070866,0.8622047244094488,1.0
Travis,8573.208333333334,1086.7568459473907,36.583879498677696,0.984251968503937,0.8543307086614174,1.0
Trinity,69.08333333333333,8.757139978619312,-22.293676312968913,0.4409448818897638,0.2283464566929134,3.5
Tyler,84.16666666666667,10.669133146448138,-13.135985198889921,0.49606299212598426,0.3464566929133858,3.0
Upshur,101.125,12.818805022984966,-45.70883661792753,0.5413385826771654,0.03543307086614173,3.5
Upton,4.916666666666667,0.6232463917232081,-6.5573770491803245,0.06299212598425197,0.44881889763779526,4.0
Uvalde,343.0833333333333,43.489921944482155,0.0972053462940492,0.7834645669291339,0.515748031496063,1.5
Val Verde,443.7083333333333,56.245345978478326,-4.461990451707676,0.8110236220472441,0.4645669291338583,2.0
Van Zandt,225.83333333333334,28.627080026608372,-17.99865681665548,0.7204724409448819,0.28346456692913385,2.5
Victoria,572.4583333333334,72.56595064309454,-15.112367110752256,0.8503937007874016,0.32677165354330706,2.0
Walker,591.0,74.91632898476257,-1.6501188644944764,0.8543307086614174,0.4763779527559055,2.0
Waller,309.9583333333333,39.2909314239741,-8.569222851260939,0.7755905511811023,0.4094488188976378,2.0
Ward,79.20833333333333,10.04060500564253,-0.31512605042016695,0.484251968503937,0.5039370078740157,2.5
Washington,284.2083333333333,36.02681049105087,-0.962941348117885,0.7559055118110236,0.49606299212598426,2.0
Webb,2802.0416666666665,355.19234404232213,67.74296293347135,0.9448818897637795,0.9488188976377953,1.0
Wharton,238.54166666666666,30.23801349674039,-38.048090523338054,0.7283464566929134,0.09055118110236221,3.0
Wheeler,22.875,2.8996802462376374,-39.94169096209913,0.23228346456692914,0.07086614173228346,4.5
Wichita,1201.0416666666667,152.24641730018197,78.28731415331146,0.905511811023622,0.968503937007874,1.0
Wilbarger,78.375,9.934970023994529,-1.372756071805703,0.4763779527559055,0.4881889763779528,3.0
Willacy,216.125,27.39643249040915,-24.704291990537342,0.7125984251968503,0.20866141732283464,2.5
Williamson,4691.416666666667,594.6932561837533,22.192840509926203,0.9606299212598425,0.7913385826771654,1.0
Wilson,257.375,32.62536408198522,-24.765957446808507,0.7401574803149606,0.20078740157480315,2.5
Winkler,48.625,6.163801179160879,-30.869565217391305,0.3661417322834646,0.16141732283464566,3.5
Wise,501.25,63.539441461272816,-6.995026472003851,0.8385826771653543,0.43700787401574803,2.0
Wood,167.04166666666666,21.174532071341872,-9.729473184622684,0.6299212598425197,0.3937007874015748,2.5
Yoakum,18.916666666666668,2.3979140834096313,448.57142857142856,0.2125984251968504,1.0,2.5
Young,99.20833333333333,12.575844565194561,-25.950292397660824,0.531496062992126,0.18503937007874016,3.0
Zapata,56.208333333333336,7.125079512157692,2.2488755622188883,0.3937007874015748,0.562992125984252,2.5
Zavala,107.58333333333333,13.637476130756976,4.272151898734178,0.5590551181102362,0.610236220472441,2.0
